Ticker,Action (Buy/Sell),Position value,Stock price,Action volume ($USD Est.),New position ROI (%),Date recorded (publish date)
msft,buy,106220.0,136.21,99000.0,1.08,2019-07-12
algn,sell,8000.0,192.33,8000.0,0.54,2019-08-07
vz,sell,169742.8,49.5,175000.0,0.97,2019-08-07
eog,sell,84394.0,71.56,99500.0,0.86,2019-08-07
mkc,sell,8000.0,74.54,8000.0,0.98,2019-08-07
hum,sell,8000.0,287.82,8000.0,1.06,2019-08-07
oke,sell,8000.0,55.23,8000.0,0.98,2019-08-07
abmd,sell,8000.0,209.25,8000.0,0.72,2019-08-07
abbv,sell,91037.5,56.7,99500.0,0.92,2019-08-07
bmy,sell,15758.416000000001,41.95,16000.0,0.99,2019-08-07
ccep,sell,8000.0,50.93,8000.0,0.95,2019-08-07
lumn,buy,15920.0,10.59,16000.0,0.99,2019-08-07
zts,buy,25214.4,120.11,24000.0,1.08,2019-08-07
d,buy,8000.0,67.08,8000.0,1,2019-08-07
dow,buy,8000.0,38.64,8000.0,1,2019-08-07
slb,buy,15120.0,33.09,16000.0,0.89,2019-08-07
bkng,buy,8000.0,1815.99,8000.0,1,2019-08-07
atvi,buy,8000.0,45.58,8000.0,1,2019-08-07
peg,buy,8000.0,51.08,8000.0,1,2019-08-07
mac,buy,8000.0,25.87,8000.0,1,2019-08-07
lly,buy,8000.0,106.61,8000.0,1,2019-08-07
isrg,buy,38550.0,168.16,40500.0,0.94,2019-08-07
v,buy,32500.0,170.03,32500.0,1.0,2019-08-07
abt,buy,24072.0,80.02,24000.0,1.0,2019-08-07
cmcsa,buy,48636.25,39.97,48500.0,1.0,2019-08-07
wmt,buy,15600.0,103.43,16000.0,0.95,2019-08-07
intc,buy,81500.0,45.2,83000.0,0.98,2019-08-07
ko,buy,83000.0,47.71,83000.0,1.0,2019-08-07
mrk,buy,179500.0,73.16,183000.0,0.98,2019-08-07
payx,sell,8000.0,76.33,8000.0,0.93,2019-08-07
vmw,sell,8000.0,130.5,8000.0,0.94,2019-08-07
gww,sell,8000.0,261.74,8000.0,1.03,2019-08-07
ulta,sell,7442.4,330.14,8000.0,0.97,2019-08-07
rng,sell,8000.0,135.0,8000.0,1.09,2019-08-07
wll,sell,307.1999999999989,10.61,8000.0,0.52,2019-08-07
cat,sell,7103.200000000001,116.1,8000.0,0.94,2019-08-07
hfc,sell,8000.0,45.42,8000.0,1.13,2019-08-07
fwonk,sell,8000.0,37.8,8000.0,0.98,2019-08-07
mur,sell,8000.0,20.43,8000.0,0.9,2019-08-07
nclh,sell,8000.0,46.05,8000.0,0.93,2019-08-07
twtr,sell,8000.0,40.37,8000.0,1.08,2019-08-07
lly,sell,32500.0,106.61,32500.0,1.0,2019-08-07
d,sell,32500.0,67.08,32500.0,1.0,2019-08-07
dd,sell,32500.0,63.42,32500.0,0.9,2019-08-07
bwxt,sell,32500.0,47.05,32500.0,0.94,2019-08-07
cnc,sell,8000.0,48.52,8000.0,0.89,2019-08-07
orcl,sell,59500.0,51.61,67000.0,0.9,2019-08-07
lyv,sell,8000.0,68.5,8000.0,0.99,2019-08-07
vrtx,sell,8000.0,177.05,8000.0,1.06,2019-08-07
ko,buy,91000.0,47.71,91000.0,1.0,2019-08-07
ato,buy,8000.0,101.82,8000.0,1,2019-08-07
aes,buy,8000.0,14.88,8000.0,1,2019-08-07
aee,buy,8000.0,70.33,8000.0,1,2019-08-07
nrg,buy,8000.0,31.2,8000.0,1,2019-08-07
googl,buy,92496.8,1181.4,91000.0,1.02,2019-08-07
vlo,buy,8000.0,66.89,8000.0,1,2019-08-07
intc,buy,89500.0,45.2,91000.0,0.98,2019-08-07
gpk,buy,32972.864,13.71,32000.0,1.04,2019-08-07
googl,buy,100496.8,1181.4,99000.0,1.02,2019-08-07
crm,buy,8000.0,144.96,8000.0,1,2019-08-07
gpk,buy,40972.864,13.71,40000.0,1.03,2019-08-07
gpk,buy,48972.864,13.71,48000.0,1.02,2019-08-07
eog,buy,92394.0,71.56,107500.0,0.85,2019-08-07
gpk,buy,56972.864,13.71,56000.0,1.02,2019-08-07
cvs,buy,122420.9825,50.95,123500.0,0.99,2019-08-07
biib,buy,16486.4,240.99,16000.0,1.06,2019-08-07
ci,buy,100261.85,161.49,107500.0,0.93,2019-08-07
entg,buy,8000.0,40.43,8000.0,1,2019-08-07
nke,buy,75500.0,77.24,83000.0,0.9,2019-08-07
mrk,buy,187500.0,73.16,191000.0,0.98,2019-08-07
orcl,buy,67500.0,51.61,75000.0,0.89,2019-08-07
abbv,buy,99037.5,56.7,107500.0,0.91,2019-08-07
vz,buy,177742.8,49.5,183000.0,0.97,2019-08-07
dis,buy,117047.2625,141.1,115500.0,1.01,2019-08-07
pm,buy,83000.0,69.43,83000.0,1.0,2019-08-07
amzn,buy,106590.368,1793.77,115500.0,0.89,2019-08-07
mrk,buy,220000.0,73.16,223500.0,0.98,2019-08-07
xom,buy,108248.40000000001,59.18,115500.0,0.91,2019-08-07
pfe,buy,188186.0,32.03,215500.0,0.85,2019-08-07
bwxt,sell,24500.0,47.05,24500.0,1.0,2019-08-07
bkng,sell,8000.0,1815.99,8000.0,1.0,2019-08-07
ilmn,buy,14320.0,292.45,16000.0,0.79,2019-08-07
bkng,buy,16000.0,1815.99,16000.0,1.0,2019-08-07
stz,sell,8000.0,201.21,8000.0,1.04,2019-09-12
lbrda,sell,8483.2,107.07,8000.0,1.03,2019-09-12
qcom,sell,8000.0,74.89,8000.0,1.06,2019-09-12
it,sell,8000.0,134.64,8000.0,0.85,2019-09-12
ph,sell,8000.0,177.47,8000.0,1.13,2019-09-12
kr,sell,8000.0,24.52,8000.0,1.2,2019-09-12
ilmn,sell,6176.799999999999,289.87,8000.0,0.89,2019-09-12
mo,sell,6184.0,36.36,8000.0,0.89,2019-09-12
mac,sell,8000.0,28.58,8000.0,1.1,2019-09-12
mpc,sell,8000.0,48.73,8000.0,1.0,2019-09-12
ftv,sell,5920.0,57.04,8000.0,0.87,2019-09-12
eog,sell,85317.94,72.55,99500.0,0.87,2019-09-12
f,sell,7428.0,9.02,8000.0,0.96,2019-09-12
tjx,sell,8000.0,55.45,8000.0,1.11,2019-09-12
hon,sell,8000.0,162.93,8000.0,0.99,2019-09-12
hal,sell,8000.0,19.34,8000.0,0.86,2019-09-12
vz,sell,183962.224,53.52,175000.0,1.05,2019-09-12
xom,sell,104578.33600000001,61.44,107500.0,0.97,2019-09-12
jnj,sell,37740.399999999994,123.02,40500.0,0.94,2019-09-12
sun,sell,8000.0,24.35,8000.0,1.0,2019-09-12
pm,sell,69190.0,64.45,75000.0,0.93,2019-09-12
cop,sell,29480.800000000003,51.72,32500.0,0.93,2019-09-12
pep,sell,8321.6,128.18,8000.0,1.02,2019-09-12
ba,sell,18024.112,379.02,16000.0,1.08,2019-09-12
dd,sell,26775.0,68.1,24500.0,1.07,2019-09-12
exc,sell,7919.200000000001,31.51,8000.0,0.99,2019-09-12
nsc,sell,65798.8,171.72,75000.0,0.89,2019-09-12
pfe,sell,182067.86000000002,32.2,207500.0,0.88,2019-09-12
iqv,sell,73062.4,152.23,75000.0,0.98,2019-09-12
wba,sell,17796.144,53.1,16000.0,1.07,2019-09-12
isrg,sell,32092.0,175.0,32500.0,0.99,2019-09-12
zts,buy,33718.688,122.54,32000.0,1.07,2019-09-12
xel,buy,8000.0,59.26,8000.0,1,2019-09-12
ni,buy,8000.0,26.64,8000.0,1,2019-09-12
evrg,buy,8000.0,59.31,8000.0,1,2019-09-12
lyb,buy,8000.0,76.19,8000.0,1,2019-09-12
ual,buy,8000.0,87.56,8000.0,1,2019-09-12
nee,buy,25808.0,51.81,24000.0,1.11,2019-09-12
so,buy,8000.0,53.34,8000.0,1,2019-09-12
dow,buy,16480.0,40.82,16000.0,1.06,2019-09-12
nue,buy,15760.0,49.01,16000.0,0.97,2019-09-12
oxy,buy,46070.0,44.06,48500.0,0.94,2019-09-12
fdx,buy,48102.4,164.66,48000.0,1.0,2019-09-12
oke,buy,16640.0,59.56,16000.0,1.08,2019-09-12
vlo,buy,16480.0,71.17,16000.0,1.06,2019-09-12
mro,buy,23103.2,12.42,24000.0,0.94,2019-09-12
intc,buy,106450.00000000001,49.68,99000.0,1.08,2019-09-12
bkng,buy,26080.0,2054.17,24000.0,1.13,2019-09-12
ppl,buy,8000.0,26.45,8000.0,1,2019-09-12
apa,buy,14960.0,22.84,16000.0,0.87,2019-09-12
noc,buy,16800.0,339.32,16000.0,1.1,2019-09-12
bk,buy,16560.0,42.62,16000.0,1.07,2019-09-12
regn,buy,8000.0,287.48,8000.0,1,2019-09-12
gm,buy,8000.0,38.51,8000.0,1,2019-09-12
ir,buy,8000.0,28.73,8000.0,1,2019-09-12
schw,buy,8000.0,40.52,8000.0,1,2019-09-12
cat,buy,15671.456000000002,125.05,16000.0,0.96,2019-09-12
slb,buy,24027.2,35.15,24000.0,1.0,2019-09-12
psx,buy,16480.0,91.61,16000.0,1.06,2019-09-12
pxd,buy,15520.0,126.24,16000.0,0.94,2019-09-12
aep,buy,16080.0,83.77,16000.0,1.01,2019-09-12
mplx,buy,8000.0,21.5,8000.0,1,2019-09-12
bac,buy,16160.0,27.77,16000.0,1.02,2019-09-12
v,buy,41475.0,175.18,40500.0,1.03,2019-09-12
abbv,buy,111989.375,59.26,115500.0,0.97,2019-09-12
abt,buy,32072.0,80.07,32000.0,1.0,2019-09-12
t,buy,54198.200000000004,22.02,48500.0,1.14,2019-09-12
mrk,buy,223600.0,71.9,231500.0,0.96,2019-09-12
lly,buy,40500.0,107.09,40500.0,1.0,2019-09-12
cmcsa,buy,61499.87500000001,43.95,56500.0,1.1,2019-09-12
ko,buy,103550.0,49.87,99000.0,1.05,2019-09-12
bmy,buy,24703.920960000003,44.56,24000.0,1.04,2019-09-12
mmm,buy,8000.0,155.88,8000.0,1,2019-09-12
wmt,buy,24848.0,112.05,24000.0,1.05,2019-09-12
ccep,sell,8000.0,51.21,8000.0,1.01,2019-09-12
algn,sell,8000.0,181.85,8000.0,0.95,2019-09-12
ntap,sell,5528.0,49.9,8000.0,0.85,2019-09-12
uaa,sell,8000.0,20.75,8000.0,0.79,2019-09-12
reg,sell,8000.0,61.3,8000.0,0.97,2019-09-12
aap,sell,8000.0,154.01,8000.0,1.0,2019-09-12
rcl,sell,8000.0,112.54,8000.0,1.04,2019-09-12
aapl,sell,9376.8,53.15,8000.0,1.09,2019-09-12
aal,sell,8000.0,28.92,8000.0,0.89,2019-09-12
bwa,sell,8000.0,36.85,8000.0,0.99,2019-09-12
bby,sell,8000.0,64.09,8000.0,0.95,2019-09-12
pki,sell,8000.0,84.96,8000.0,0.89,2019-09-12
cmcsa,sell,53499.87500000001,43.95,48500.0,1.09,2019-09-12
lbrda,sell,8000.0,107.07,8000.0,1.06,2019-09-12
luv,sell,8397.600000000002,53.0,8000.0,1.02,2019-09-12
mnst,sell,6168.800000000001,57.76,8000.0,0.89,2019-09-12
m,sell,8000.0,15.06,8000.0,0.79,2019-09-12
tap,sell,8000.0,53.88,8000.0,1.01,2019-09-12
payx,sell,8000.0,75.18,8000.0,0.98,2019-09-12
ftv,sell,8000.0,57.06,8000.0,0.74,2019-09-12
crm,sell,8000.0,154.65,8000.0,1.07,2019-09-12
tpr,sell,8000.0,24.16,8000.0,0.89,2019-09-12
bmrn,sell,8000.0,73.59,8000.0,0.86,2019-09-12
nov,sell,8000.0,22.97,8000.0,1.05,2019-09-12
entg,sell,8000.0,44.29,8000.0,1.1,2019-09-12
rl,sell,8000.0,94.19,8000.0,0.9,2019-09-12
adm,sell,7830.4,37.54,8000.0,0.99,2019-09-12
wba,sell,9262.25968,51.56,8000.0,1.08,2019-09-12
aph,sell,7014.4000000000015,43.62,8000.0,0.94,2019-09-12
entg,sell,8000.0,44.29,8000.0,1.0,2019-09-12
emr,sell,8150.4,60.81,8000.0,1.01,2019-09-12
wfc,sell,42772.8,45.18,40500.0,1.05,2019-09-12
ilmn,sell,8000.0,289.87,8000.0,0.77,2019-09-12
cat,sell,7671.456000000002,124.46,8000.0,0.98,2019-09-12
t,sell,49992.07400000001,23.56,40500.0,1.2,2019-09-12
adsk,sell,8000.0,154.91,8000.0,0.89,2019-09-12
ba,sell,10024.112000000001,379.02,8000.0,1.13,2019-09-12
f,sell,8000.0,8.96,8000.0,0.92,2019-09-12
jpm,sell,8562.400000000001,107.99,8000.0,1.04,2019-09-12
entg,sell,8000.0,44.29,8000.0,1.0,2019-09-12
fdx,sell,40102.4,164.1,40000.0,1.0,2019-09-12
oxy,sell,38070.0,43.96,40500.0,0.95,2019-09-12
exc,sell,8000.0,31.6,8000.0,0.99,2019-09-12
mro,sell,15103.2,12.42,16000.0,0.96,2019-09-12
ip,sell,7442.4,34.95,8000.0,0.97,2019-09-12
mmm,sell,8000.0,155.88,8000.0,1.0,2019-09-12
tgt,sell,8000.0,104.81,8000.0,1.29,2019-09-12
apa,sell,6960.0,22.78,8000.0,0.94,2019-09-12
glw,sell,29080.0,27.45,32000.0,0.93,2019-09-12
gpc,sell,8000.0,89.95,8000.0,0.94,2019-09-12
dis,sell,79865.37199999999,135.43,83000.0,0.97,2019-09-12
entg,sell,32500.0,44.29,32500.0,1.0,2019-09-12
nflx,sell,32500.0,292.65,32500.0,0.76,2019-09-12
xom,sell,72078.33600000001,61.44,75000.0,0.97,2019-09-12
cop,sell,32500.0,51.57,32500.0,0.91,2019-09-12
jnj,sell,5240.399999999994,123.02,8000.0,0.93,2019-09-12
t,sell,17492.074000000008,23.56,8000.0,1.23,2019-09-12
mo,sell,32500.0,35.74,32500.0,0.76,2019-09-12
pep,sell,75000.0,125.63,75000.0,1.02,2019-09-12
ipgp,buy,8000.0,142.77,8000.0,1,2019-09-12
hfc,buy,16480.0,47.96,16000.0,1.06,2019-09-12
spr,buy,8000.0,84.02,8000.0,1,2019-09-12
gps,buy,8000.0,17.27,8000.0,1,2019-09-12
urbn,buy,8000.0,25.69,8000.0,1,2019-09-12
flr,buy,8000.0,20.45,8000.0,1,2019-09-12
rtx,buy,16400.0,79.15,16000.0,1.05,2019-09-12
nsc,buy,73798.8,171.72,83000.0,0.88,2019-09-12
gpk,buy,62693.94944,13.16,64000.0,0.98,2019-09-12
wrk,buy,16240.0,35.44,16000.0,1.03,2019-09-12
tdg,buy,16720.0,477.47,16000.0,1.09,2019-09-12
clr,buy,14160.0,31.91,16000.0,0.77,2019-09-12
aos,buy,8000.0,47.48,8000.0,1,2019-09-12
ge,buy,22632.800000000003,72.92,24000.0,0.91,2019-09-12
cnc,buy,15840.0,47.31,16000.0,0.98,2019-09-12
fang,buy,8000.0,94.75,8000.0,1,2019-09-12
rig,buy,14800.0,5.49,16000.0,0.85,2019-09-12
aer,buy,16960.0,55.56,16000.0,1.12,2019-09-12
cof,buy,8000.0,88.7,8000.0,1,2019-09-12
jef,buy,8000.0,17.21,8000.0,1,2019-09-12
kr,buy,16000.0,24.52,16000.0,1.0,2019-09-12
cdev,buy,8000.0,4.78,8000.0,1,2019-09-12
rok,buy,8000.0,156.77,8000.0,1,2019-09-12
ugi,buy,8000.0,45.0,8000.0,1,2019-09-12
regn,buy,16000.0,287.48,16000.0,1.0,2019-09-12
eix,buy,8000.0,65.38,8000.0,1,2019-09-12
alv,buy,8000.0,75.65,8000.0,1,2019-09-12
gww,buy,16560.0,279.07,16000.0,1.07,2019-09-12
gpk,buy,70693.94944,13.16,72000.0,0.98,2019-09-12
axp,buy,85338.8,113.97,91000.0,0.93,2019-09-12
enr,buy,8000.0,42.16,8000.0,1,2019-09-12
aptv,buy,17360.0,90.32,16000.0,1.17,2019-09-12
gpk,buy,78693.94944,13.16,80000.0,0.98,2019-09-12
gm,buy,16000.0,38.51,16000.0,1.0,2019-09-12
abbv,buy,119989.375,59.26,123500.0,0.97,2019-09-12
kss,buy,8000.0,48.08,8000.0,1,2019-09-12
gpk,buy,86693.94944,13.16,88000.0,0.98,2019-09-12
pxd,buy,23520.0,126.24,24000.0,0.97,2019-09-12
jwn,buy,8000.0,33.64,8000.0,1,2019-09-12
mac,buy,16000.0,28.58,16000.0,1.0,2019-09-12
ci,buy,109264.4685,162.5,115500.0,0.94,2019-09-12
ge,buy,30632.800000000003,72.92,32000.0,0.94,2019-09-12
cnp,buy,8000.0,27.14,8000.0,1,2019-09-12
vrtx,buy,15840.0,173.61,16000.0,0.98,2019-09-12
biib,buy,24321.536,238.74,24000.0,1.02,2019-09-12
amg,buy,8000.0,85.67,8000.0,1,2019-09-12
stz,buy,16000.0,201.21,16000.0,1.0,2019-09-12
vlo,buy,24480.0,71.17,24000.0,1.03,2019-09-12
dvn,buy,8000.0,21.7,8000.0,1,2019-09-12
gpk,buy,94693.94944,13.16,96000.0,0.99,2019-09-12
hum,buy,15600.0,273.65,16000.0,0.95,2019-09-12
cpri,buy,8000.0,31.4,8000.0,1,2019-09-12
dow,buy,24480.0,40.82,24000.0,1.03,2019-09-12
kr,buy,24000.0,24.52,24000.0,1.0,2019-09-12
mrk,buy,231600.0,71.9,239500.0,0.97,2019-09-12
wab,buy,16480.0,71.11,16000.0,1.06,2019-09-12
dvn,buy,16000.0,21.7,16000.0,1.0,2019-09-12
bac,buy,24160.0,27.77,24000.0,1.01,2019-09-12
wab,buy,24480.0,71.11,24000.0,1.03,2019-09-12
hal,buy,16000.0,19.34,16000.0,1.0,2019-09-12
ge,buy,38632.8,72.92,40000.0,0.96,2019-09-12
gpk,buy,102693.94944,13.16,104000.0,0.99,2019-09-12
slb,buy,32027.2,35.15,32000.0,1.0,2019-09-12
csx,buy,77750.0,23.04,83000.0,0.93,2019-09-12
mndt,buy,37145.6,13.86,40000.0,0.91,2019-09-12
ctsh,buy,8000.0,63.26,8000.0,1,2019-09-12
orcl,buy,77525.0,53.25,83000.0,0.93,2019-09-12
cvs,buy,150008.33969999998,59.35,131500.0,1.15,2019-09-12
dd,buy,34775.0,68.1,32500.0,1.09,2019-09-12
gd,buy,8000.0,176.52,8000.0,1,2019-09-12
atvi,buy,17760.0,55.4,16000.0,1.22,2019-09-12
gpk,buy,110693.94944,13.16,112000.0,0.99,2019-09-12
pfe,buy,190067.86000000002,32.2,215500.0,0.88,2019-09-12
stt,buy,8000.0,54.59,8000.0,1,2019-09-12
nke,buy,91050.0,85.27,91000.0,1.0,2019-09-12
schw,buy,16000.0,40.52,16000.0,1.0,2019-09-12
intc,buy,114450.00000000001,49.68,107000.0,1.08,2019-09-12
d,buy,41800.0,69.99,40500.0,1.04,2019-09-12
unp,buy,88665.2,157.56,91000.0,0.97,2019-09-12
cost,buy,119402.40000000001,275.84,115500.0,1.05,2019-09-12
googl,buy,136011.70400000003,1222.47,131500.0,1.05,2019-09-12
eog,buy,117817.94,72.55,132000.0,0.86,2019-09-12
vz,buy,216462.224,53.52,207500.0,1.05,2019-09-12
lly,buy,73000.0,107.09,73000.0,1.0,2019-09-12
kr,buy,56500.0,24.52,56500.0,1.0,2019-09-12
dis,buy,112365.37199999999,135.43,115500.0,0.96,2019-09-12
pm,buy,101690.0,64.45,107500.0,0.92,2019-09-12
kr,buy,89000.0,24.52,89000.0,1.0,2019-09-12
kr,buy,121500.0,24.52,121500.0,1.0,2019-09-12
ko,buy,179585.5,50.25,174000.0,1.06,2019-09-12
kr,buy,196500.0,24.52,196500.0,1.0,2019-09-12
dis,sell,104365.37199999999,135.43,107500.0,0.97,2019-09-12
t,sell,8000.0,22.02,8000.0,2.03,2019-09-12
entg,sell,24500.0,44.35,24500.0,1.0,2019-09-12
kr,buy,204500.0,24.52,204500.0,1.0,2019-09-12
kr,buy,212500.0,24.52,212500.0,1.0,2019-09-12
kr,buy,220500.0,24.52,220500.0,1.0,2019-09-12
kr,buy,228500.0,24.52,228500.0,1.0,2019-09-12
algn,buy,16000.0,181.85,16000.0,1.0,2019-09-12
nflx,buy,40500.0,292.65,40500.0,1.0,2019-09-12
intu,buy,43750.0,266.12,40500.0,1.1,2019-09-12
schw,sell,8000.0,40.52,8000.0,1.0,2019-09-12
ip,sell,8000.0,34.94,8000.0,0.93,2019-10-17
unp,sell,80665.2,156.79,83000.0,0.97,2019-10-17
ual,sell,8000.0,87.88,8000.0,1.0,2019-10-17
adbe,sell,28273.6,272.81,32500.0,0.9,2019-10-17
ni,sell,8000.0,25.88,8000.0,0.97,2019-10-17
amzn,sell,98590.368,1786.24,107500.0,0.92,2019-10-17
adsk,sell,8000.0,148.17,8000.0,0.96,2019-10-17
vrtx,sell,8156.800000000001,177.2,8000.0,1.01,2019-10-17
cnc,sell,7206.4,45.21,8000.0,0.95,2019-10-17
apa,sell,8000.0,21.38,8000.0,0.82,2019-10-17
mnst,sell,8000.0,56.29,8000.0,0.75,2019-10-17
hpq,sell,8000.0,15.65,8000.0,0.91,2019-10-17
regn,sell,8960.0,303.39,8000.0,1.06,2019-10-17
axp,sell,77338.8,113.41,83000.0,0.94,2019-10-17
blk,sell,8000.0,422.1,8000.0,1.0,2019-10-17
oke,sell,7641.5999999999985,56.1,8000.0,0.98,2019-10-17
abt,sell,23430.559999999998,78.6,24000.0,0.98,2019-10-17
mo,sell,25150.0,36.38,24500.0,1.02,2019-10-17
unh,sell,67894.0,229.51,75000.0,0.91,2019-10-17
mrk,sell,210680.0,75.35,207000.0,1.02,2019-10-17
psxp,buy,8000.0,44.34,8000.0,1,2019-10-17
mck,buy,16880.0,145.03,16000.0,1.11,2019-10-17
eog,buy,109323.4284,62.32,140000.0,0.77,2019-10-17
wes,buy,8000.0,18.49,8000.0,1,2019-10-17
mpc,buy,17440.0,57.29,16000.0,1.18,2019-10-17
schw,buy,15600.0,38.38,16000.0,0.95,2019-10-17
ci,buy,115079.17913,158.79,123500.0,0.93,2019-10-17
hca,buy,22784.0,119.88,24000.0,0.92,2019-10-17
mu,buy,8000.0,46.46,8000.0,1,2019-10-17
stz,buy,23200.0,191.36,24000.0,0.95,2019-10-17
xom,buy,77195.20256,59.18,83000.0,0.92,2019-10-17
isrg,buy,40733.84,177.9,40500.0,1.01,2019-10-17
v,buy,49475.0,175.51,48500.0,1.02,2019-10-17
pm,buy,116808.3,68.87,115500.0,1.01,2019-10-17
cop,buy,40175.0,51.29,40500.0,0.99,2019-10-17
adp,buy,40500.0,158.11,40500.0,1.0,2019-10-17
cvs,buy,161008.50649399997,60.5,139500.0,1.16,2019-10-17
de,buy,8000.0,168.55,8000.0,1,2019-10-17
stt,buy,16160.0,55.58,16000.0,1.02,2019-10-17
ba,buy,17823.629760000003,373.01,16000.0,1.23,2019-10-17
nsc,buy,82536.788,174.17,91000.0,0.9,2019-10-17
pfe,buy,194266.50280000002,31.44,223500.0,0.86,2019-10-17
ilmn,buy,16640.0,312.86,16000.0,1.08,2019-10-17
et,buy,8000.0,9.76,8000.0,1,2019-10-17
ba,buy,25823.629760000003,373.01,24000.0,1.11,2019-10-17
antm,buy,15963.84,241.6,16000.0,1.0,2019-10-17
dd,buy,39993.0,62.53,40500.0,0.98,2019-10-17
vz,buy,228791.46847999998,54.47,215500.0,1.06,2019-10-17
mplx,buy,15520.0,20.29,16000.0,0.94,2019-10-17
pfe,buy,202266.50280000002,31.44,231500.0,0.87,2019-10-17
jnj,buy,13450.015999999994,127.99,16000.0,0.68,2019-10-17
dcp,buy,75000.0,18.49,75000.0,1,2019-10-17
blue,sell,8000.0,58.0,8000.0,0.67,2019-10-17
aes,sell,8000.0,14.89,8000.0,1.0,2019-10-17
ulta,sell,8000.0,247.73,8000.0,0.7,2019-10-17
axp,sell,69338.8,113.41,75000.0,0.93,2019-10-17
oxy,sell,25501.6,38.66,32500.0,0.83,2019-10-17
fl,sell,8000.0,40.78,8000.0,1.07,2019-10-17
regn,sell,8000.0,303.39,8000.0,1.12,2019-10-17
eix,sell,8000.0,63.29,8000.0,0.97,2019-10-17
aee,sell,8000.0,71.49,8000.0,1.02,2019-10-17
qrtea,sell,8000.0,6.3,8000.0,0.78,2019-10-17
cdev,sell,8000.0,3.33,8000.0,0.7,2019-10-17
kdp,sell,8000.0,26.24,8000.0,0.95,2019-10-17
antm,sell,7963.84,241.6,8000.0,1.0,2019-10-17
adp,sell,32500.0,158.11,32500.0,1.0,2019-10-17
dis,sell,93234.41083999998,131.04,99500.0,0.94,2019-10-17
ppl,sell,8000.0,28.16,8000.0,1.06,2019-10-17
vrsn,sell,8000.0,186.66,8000.0,0.85,2019-10-17
abbv,sell,126388.1,66.56,115500.0,1.09,2019-10-17
entg,sell,18215.0,47.55,16500.0,1.07,2019-10-17
entg,sell,10215.0,47.55,8500.0,1.1,2019-10-17
tsco,sell,8000.0,91.76,8000.0,0.85,2019-10-17
vrtx,sell,8000.0,177.2,8000.0,1.02,2019-10-17
ci,sell,107079.17913,158.79,115500.0,0.93,2019-10-17
meli,sell,8000.0,566.55,8000.0,0.89,2019-10-17
aapl,sell,32500.0,57.97,32500.0,1.28,2019-10-17
mrk,sell,178180.0,75.35,174500.0,1.02,2019-10-17
jnj,sell,32500.0,127.99,32500.0,0.84,2019-10-17
pm,sell,84308.3,68.87,83000.0,1.01,2019-10-17
unh,sell,75000.0,229.51,75000.0,0.91,2019-10-17
ew,buy,17600.0,76.21,16000.0,1.2,2019-10-17
hii,buy,8000.0,201.41,8000.0,1,2019-10-17
nrg,buy,17360.0,36.44,16000.0,1.17,2019-10-17
biib,buy,31348.67456,229.75,32000.0,0.97,2019-10-17
tap,buy,16080.0,54.58,16000.0,1.01,2019-10-17
ugi,buy,15920.0,44.57,16000.0,0.99,2019-10-17
mo,buy,57650.0,36.38,57000.0,1.03,2019-10-17
pfe,buy,234766.50280000002,31.44,264000.0,0.87,2019-10-17
pep,buy,109750.0,129.71,107500.0,1.03,2019-10-17
crm,buy,40340.0,150.85,40500.0,0.98,2019-10-17
nflx,buy,47690.0,288.17,48500.0,0.98,2019-10-17
exc,buy,15760.0,30.67,16000.0,0.97,2019-10-17
xom,buy,85195.20256,59.18,91000.0,0.93,2019-10-17
lly,buy,79540.0,104.68,81000.0,0.98,2019-10-17
cvs,buy,169008.50649399997,60.5,147500.0,1.15,2019-10-17
cnc,buy,15206.4,45.21,16000.0,0.9,2019-10-17
ilmn,buy,24640.0,312.86,24000.0,1.04,2019-10-17
hum,buy,23600.0,273.03,24000.0,0.97,2019-10-17
fdx,buy,44092.16,147.84,48000.0,0.9,2019-10-17
adm,buy,15830.4,37.58,16000.0,0.98,2019-10-17
wfc,buy,52483.71200000001,46.86,48500.0,1.1,2019-10-17
cop,buy,48175.0,51.29,48500.0,0.99,2019-10-17
algn,buy,26720.0,212.65,24000.0,1.17,2019-10-17
orcl,buy,86300.25,53.58,91000.0,0.94,2019-10-17
wmb,buy,8000.0,19.42,8000.0,1,2019-10-17
intc,buy,121305.50000000001,49.42,115000.0,1.06,2019-10-17
cost,buy,132178.496,285.64,123500.0,1.08,2019-10-17
orcl,buy,94300.25,53.58,99000.0,0.95,2019-10-17
prgo,buy,8000.0,51.09,8000.0,1,2019-10-17
oxy,buy,33501.6,38.57,40500.0,0.78,2019-10-17
dxc,buy,8000.0,28.27,8000.0,1,2019-10-17
csx,buy,83417.5,22.36,91000.0,0.91,2019-10-17
ba,buy,33823.62976,373.01,32000.0,1.08,2019-10-17
mnst,buy,16000.0,56.29,16000.0,1.0,2019-10-17
amzn,buy,106590.368,1786.24,115500.0,0.92,2019-10-17
bac,buy,32401.6,28.11,32000.0,1.02,2019-10-17
moh,buy,8000.0,117.47,8000.0,1,2019-10-17
unp,buy,88665.2,156.79,91000.0,0.97,2019-10-17
mhk,buy,8000.0,127.29,8000.0,1,2019-10-17
pfe,buy,242766.50280000002,31.47,272000.0,0.89,2019-10-17
cah,buy,15840.0,43.67,16000.0,0.98,2019-10-17
googl,buy,148092.05512000003,1254.19,139500.0,1.07,2019-10-17
